サービス種類,市区町村名,団体コード,事業所名,法人名,法人種別,事業所番号,住所,電話番号,指定年月日,事業所種別,利用可能曜日,定員,公式サイト,緯度,経度
訪問介護,港区,13103,Ｃａｒｅｒ訪問介護,株式会社トモモデザイン,営利法人,1370305490,東京都港区南青山３－４－２ＢＡＳＥ南青山２０７,03-6427-1452,2022-11-01,,,,,,
訪問介護,港区,13103,ケア２１　南青山,株式会社ケア２１,営利法人,1370305524,東京都港区南青山７－１２－９スペース朱　１０２号室,03-6419-3721,2023-04-01,,平日・土曜日・日曜日・祝日,,https://care21.co.jp/,35.658082700000000,139.718488200000000
訪問介護,港区,13103,８８ヘルパーステーション,８８ホームメディカルケア株式会社,営利法人,1370305573,東京都港区六本木３－１６－３５イースト六本木７０４,03-6434-5885,2023-11-01,,平日,,,35.662650600000000,139.736704900000000
訪問介護,港区,13103,訪問介護事業所合同会社ヘルパー屋,合同会社ヘルパー屋,営利法人,1370305599,東京都港区白金台２－７－１３－２０２今道マンション,03-6721-7035,2024-02-01,,平日・土曜日・日曜日・祝日,,,35.635067800000016,139.729777500000000
訪問介護,港区,13103,結び－ｍｅ,合同会社結びめ,営利法人,1370305623,東京都港区西麻布２－１３－１７辰巳レヂデンス３０２,03-6421-0812,2024-04-01,,平日,,,35.660511300000000,139.722725600000000
訪問介護,港区,13103,エリーズセンドケア,エリーズ株式会社,営利法人,1370305656,東京都港区芝５－２０－７グランドメゾン三田２１０号,03-3456-2477,2024-06-01,,平日,,https://www.navida.ne.jp,35.647781800000000,139.747120800000000
訪問介護,港区,13103,ひよこ訪問介護ステーション,株式会社あん,営利法人,1370305664,東京都港区赤坂７－２－６白州ビル２階,03-5350-3857,2024-07-01,,平日,,,35.673649800000000,139.730523000000000
訪問介護,港区,13103,訪問介護事業所　笑　東京本店,株式会社笑グループ,営利法人,1370305672,東京都港区新橋６－２０－４新橋パインビル４階,03-6452-9666,2024-09-01,,,,,,
訪問介護,港区,13103,介護センターオフィス大和,合同会社オフィス大和,営利法人,1370305748,東京都港区赤坂９－１－７赤坂レジデンシャル１０１６,03-6388-0100,2025-05-01,,平日・土曜日・日曜日・祝日,,,35.668042700000000,139.732911700000000
訪問介護,港区,13103,ＣＬＡＳＷＥＬＬ　白金台訪問介護事業所,ＫＣ－Ｗｅｌｆａｒｅ株式会社,営利法人,1370305805,東京都港区白金台２ー１３－５,03-3440-5440,2025-11-01,,平日,,https://kc-welfare.co.jp/facility/110/,35.633758500000010,139.728659999999960
訪問介護,港区,13103,合同会社アシストライフ,合同会社アシストライフ,営利法人,1370305854,東京都港区芝３－１４－１５オーパスホームズ芝公園４０１,03-5443-3220,2026-05-01,,,,,,
訪問介護,港区,13103,あひる介護,合同会社あひる介護,営利法人,1370904102,東京都港区芝浦１－１４－１３シャンティ・イトー４０４号室,03-6450-3001,2014-02-01,,平日,,,35.647037899999994,139.752445000000000
訪問介護,港区,13103,ベストケア,株式会社ベストパートナー,営利法人,1370904748,東京都港区白金台２－２６－１０グリーンオーク高輪台３階,03-5447-8873,2017-05-01,,平日・土曜日・日曜日・祝日,,http://www.bestpartner-1.jp,35.631767914011000,139.729996634395860
訪問介護,港区,13103,アーコレードケアセンター,株式会社ヘヴンリィ,営利法人,1371004118,東京都港区白金台３－２－１６カーサ・デ・ベンターナ１０２,08047853403,2015-10-01,,平日・土曜日,,https://heavenly2014.com,35.637698728927690,139.727372243802020
訪問介護,新宿区,13104,ケアリッツ四谷,株式会社ケアリッツ・アンド・パートナーズ,営利法人,1370101162,東京都新宿区愛住町１７－９ボルベール四谷１０１,03-6709-8975,2011-03-01,,平日・土曜日・日曜日・祝日,,https://www.careritz.co.jp/station/branch/yotsuya/,35.690695601745270,139.719873683553230
訪問介護,新宿区,13104,株式会社　大起エンゼルヘルプ　新宿ケアセンター,株式会社大起エンゼルヘルプ,営利法人,1370400135,東京都新宿区大久保２－３２－８オークボニュープラザ１階,03-5291-8957,1999-10-01,,平日・土曜日・日曜日・祝日,,,35.701869700000000,139.702435199999970
訪問介護,新宿区,13104,株式会社　サン・ケアネット,株式会社サン・ケアネット,営利法人,1370400184,東京都新宿区新宿１－２０－１３花園公園ビル１０階,03-3353-4701,1999-11-01,,,,http://www.suncare.co.jp,35.689257600000000,139.712834700000030
訪問介護,新宿区,13104,株式会社Ｋ－ＷＯＲＫＥＲ,株式会社Ｋ－ＷＯＲＫＥＲ,営利法人,1370400416,東京都新宿区市谷仲之町３－２小黒ビル１Ｆ,03-6758-0287,1999-12-01,,平日・土曜日・祝日,,http://www.k-worker.co.jp/,35.688993900000000,139.716873099999930
訪問介護,新宿区,13104,ニチイケアセンター四谷,株式会社ニチイ学館,営利法人,1370400465,東京都新宿区四谷３－６－１８四谷三喜屋ビル２階,03-5363-0058,1999-12-01,,平日・土曜日・日曜日・祝日,,http://www.nichiigakkan.co.jp,35.688456861267030,139.721593718320380
訪問介護,新宿区,13104,有限会社まごころホームケアサービス,有限会社まごころホームケアサービス,営利法人,1370400515,東京都新宿区天神町６６－１０市川ビル１０２号,03-3260-6581,2000-01-04,,平日・土曜日・日曜日・祝日,,https://magokoro-homecare.com/,35.705592300000000,139.729748999999970
訪問介護,新宿区,13104,コミュニティケア　パル新宿・中野,労働者協同組合労協センター事業団,その他,1370400580,東京都新宿区西早稲田２－４－７東京ＤＥＷ　１Ｆ,03-6380-3444,2000-01-04,,平日・土曜日・日曜日・祝日,,,35.708525100000010,139.716129400000000
訪問介護,新宿区,13104,ハート介護サービス新宿,株式会社ハート介護サービス,営利法人,1370400754,東京都新宿区高田馬場２－１１－２ハピネス島田,03-3200-5461,2000-03-01,,平日・土曜日・日曜日・祝日,,http://www.media-web.co.jp/heart/,35.713531239336450,139.708482160005730
訪問介護,新宿区,13104,ニチイケアセンター神楽坂,株式会社ニチイ学館,営利法人,1370400796,東京都新宿区横寺町１３番メゾン藤１階,03-5225-2675,2000-03-01,,平日・土曜日・日曜日・祝日,,,35.702118800000010,139.735504800000000
訪問介護,新宿区,13104,やさしい手新宿訪問介護事業所,株式会社やさしい手,営利法人,1370401174,東京都新宿区西新宿７－５－２０新宿旭ビルＡ館６０１,05017521331,2000-09-01,,平日・土曜日・日曜日・祝日,,http://www.yasashiite.com,35.697780700000000,139.698197299999950
訪問介護,新宿区,13104,聖母ホームヘルパーステーション,社会福祉法人聖母会,社会福祉法人（社協以外）,1370401463,東京都新宿区中落合２－５－２１,03-3953-4028,2001-09-01,,平日・祝日,,http://www.seibohome.jp/,35.719023000000000,139.694621399999960
訪問介護,新宿区,13104,モテギケアサービス　新宿,株式会社モテギ,営利法人,1370401695,東京都新宿区上落合１－９－１１レミコ学院ビル２Ｆ,03-5338-6986,2002-06-01,,平日・土曜日・日曜日・祝日,,,35.714056800000010,139.691921900000000
訪問介護,新宿区,13104,歩くまごの手,有限会社歩くまごの手,営利法人,1370402040,東京都新宿区西新宿４－３１－３永谷リヴュール新宿８１６,03-3375-3925,2003-05-01,,,,,,
訪問介護,新宿区,13104,戸山のさくらんぼ,有限会社　戸山のさくら,営利法人,1370402982,東京都新宿区戸山２－３－１１８,03-3200-3922,2005-05-01,,平日・土曜日・日曜日・祝日,,http://www.toyamanosakura.com,35.703919800000000,139.715427999999970
訪問介護,新宿区,13104,日本リック訪問介護早稲田事業所,日本リック株式会社,営利法人,1370403105,東京都新宿区西早稲田３－２３－８早稲田セントラルハイツ１０１号,03-5287-8722,2005-09-01,,平日・土曜日・日曜日・祝日,,https://www.rickcare.jp/,35.713532700000000,139.712525199999960
訪問介護,新宿区,13104,ベリタス介護サービス,特定非営利活動法人ベリタス会,非営利法人（NPO）,1370403402,東京都新宿区西早稲田２－７－１７イールハウス２０１号,03-5273-3358,2006-11-01,,平日・土曜日・日曜日・祝日,30,http://www.ve-ri-tas.com/,35.708143900000010,139.714678500000000
訪問介護,新宿区,13104,特定非営利活動法人新宿ライフケアセンター,特定非営利活動法人新宿ライフケアセンター,非営利法人（NPO）,1370403469,東京都新宿区西早稲田２－１７－２９西北コーポ１０２,03-3205-2581,2007-04-01,,,,,,
訪問介護,新宿区,13104,セントケア新宿,セントケア東京株式会社,営利法人,1370403485,東京都新宿区高田馬場１－２９－２恒栄ビル４階,03-5287-4385,2007-04-01,,平日・土曜日・日曜日・祝日,80,http://www.saint-care.com/tokyo/,35.710321925501580,139.703916719049060
訪問介護,新宿区,13104,日本リック訪問介護市谷事業所,日本リック株式会社,営利法人,1370403576,東京都新宿区市谷台町４－１６,03-3341-1672,2007-09-01,,平日・土曜日・日曜日・祝日,,http://www.nipponrick.co.jp,35.692923491225095,139.719575469975330
訪問介護,新宿区,13104,ケアリッツ新宿,株式会社ケアリッツ・アンド・パートナーズ,営利法人,1370403865,東京都新宿区高田馬場４－２２－４６ザ・テラス１０４,03-5937-5508,2008-09-01,,平日・土曜日・日曜日・祝日,,https://www.careritz.co.jp/station/branch/shinjuku/,35.710436504392070,139.701596658465770
訪問介護,新宿区,13104,ピースフルケアサービス,株式会社ピースフルハンド,営利法人,1370404111,東京都新宿区新宿７－２０－１２戸山永田ハイツ３０２,03-6233-9901,2010-01-01,,平日・土曜日・日曜日・祝日,100,https://peacefulhand-recruit.com/,35.700704826611660,139.710147371758240
訪問介護,新宿区,13104,そら訪問介護事業所,株式会社インマヌエル,営利法人,1370404160,東京都新宿区大久保１－１４－６岩本ハウス,03-6233-8575,2010-04-01,,平日・土曜日・祝日,5,,35.700056422172970,139.703870541575300
訪問介護,新宿区,13104,ケア２１　落合,株式会社ケア２１,営利法人,1370404285,東京都新宿区中井２－１２－３三澤マンション１階,03-5906-4221,2010-11-01,,平日・土曜日・日曜日・祝日,,http://www.care21.co.jp/,35.716110555349815,139.686663130116500
訪問介護,新宿区,13104,ケアサポートまりん・新宿ヘルパーステーション,株式会社コンセプト・ジャパン,営利法人,1370404426,東京都新宿区戸塚町１－１０２江原ビル１０１,03-5155-9936,2011-05-01,,平日・土曜日・日曜日・祝日,,,35.707874939520540,139.720536679762260
訪問介護,新宿区,13104,訪問介護事業所　マアル,合同会社ＭＡＡＲ,営利法人,1370404863,東京都新宿区大久保１－６－１２川越屋ビル５階,03-5292-3130,2012-09-01,,平日・土曜日・日曜日・祝日,,http://www.maar-family.jp,35.700976006838450,139.706006365252140
訪問介護,新宿区,13104,ハート介護サービス早稲田,株式会社ハート介護サービス,営利法人,1370404897,東京都新宿区早稲田鶴巻町５５８大杉ビル１Ｆ,03-5287-1288,2012-11-01,,平日・土曜日・日曜日・祝日,,http://www.heartkaigo.jp,35.708130900000000,139.725724200000060
訪問介護,新宿区,13104,ケアライン新宿,株式会社ケアライン,営利法人,1370405225,東京都新宿区百人町２－２４－６石見ビル１Ｆ,03-5338-3022,2013-09-01,,平日・土曜日・日曜日・祝日,,https://carelinejp.com,35.702999900000000,139.695941500000000
訪問介護,新宿区,13104,学研ココファン四谷ヘルパーセンター,株式会社学研ココファン,営利法人,1370405365,東京都新宿区愛住町３－７,03-5379-7051,2014-04-01,,平日・土曜日・日曜日・祝日,,http://www.cocofump.co.jp/facilities/detail/yotsuya/,35.688773773358235,139.719081032540880
訪問介護,新宿区,13104,ホートンケアサービス,株式会社ＨＯＲＴＯＮ,営利法人,1370405407,東京都新宿区西新宿４－３２－１１セントビラ永谷４１５,03-6300-6483,2014-04-01,,平日・土曜日・日曜日・祝日,,http://www.horton-care.jp,35.687087700000000,139.688862299999980
